Unix Timestamp,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Offloading Decision,Bandwidth
1592429429,5785,0,0,1,0,0,233,231,1898,98.49,1,36014
1592444567,5791,0,0,1,0,0,237,230,1659,50.17,0,8289
1592454659,5795,0,1,0,0,0,233,229,1653,41.07,0,6151
1592472319,5802,0,0,1,0,0,231,231,1739,77.58,1,47952
1592484934,5807,1,0,0,0,0,227,220,1957,25.64,1,6955
1592487457,5808,0,0,0,0,1,238,237,1694,60.43,0,38295
1592489980,5809,0,1,0,0,0,237,231,1739,31.33,0,26259
1592542961,5830,1,0,0,0,0,229,224,1649,58.62,1,10981
1592550530,5833,1,0,0,0,0,223,220,1973,77.27,1,4607
1592558099,5836,0,1,0,0,0,234,226,1701,15.19,1,9627
1592565668,5839,1,0,0,0,0,239,239,1893,67.3,1,47633
1592588374,5848,1,0,0,0,0,236,236,1519,95.52,0,4519
1592616126,5859,0,1,0,0,0,238,232,1852,24.06,0,45057
1592621172,5861,1,0,0,0,0,221,219,1599,69.2,0,3066
1592628741,5864,0,1,0,0,0,238,234,1533,93.28,0,2070
1592659016,5876,1,0,0,0,0,227,219,1501,76.79,0,33385
1592664062,5878,0,0,0,0,1,225,220,1513,58.41,1,12226
1592679199,5884,0,1,0,0,0,226,225,1720,30.05,0,28321
1592681722,5885,1,0,0,0,0,229,227,1932,60.81,1,4789
1592714520,5898,0,0,1,0,0,229,224,1936,61.96,0,39987
1592717043,5899,0,0,1,0,0,234,229,1728,42.13,0,13854
1592724612,5902,0,0,0,0,1,226,225,1704,69.75,1,26665
1592727135,5903,1,0,0,0,0,230,224,1516,34.93,0,4223
1592729658,5904,1,0,0,0,0,235,233,1550,80.05,0,34395
1592762456,5917,0,1,0,0,0,236,232,1605,36.28,0,13504
1592770025,5920,1,0,0,0,0,226,225,1865,47.01,1,20792
1592775071,5922,0,1,0,0,0,223,215,1933,23.89,0,14643
1592792731,5929,0,0,1,0,0,228,222,1791,71.75,0,28644
1592810392,5936,0,1,0,0,0,223,220,1709,25.92,0,19633
1592825529,5942,0,0,1,0,0,225,220,1644,55.14,0,48539
1592875988,5962,0,0,0,0,1,224,221,1993,42.82,1,1947
1592881034,5964,1,0,0,0,0,238,230,1617,24.35,0,22626
1592906263,5974,0,0,0,1,0,239,230,1617,38.64,0,44014
1592921401,5980,0,0,1,0,0,228,228,1714,76.5,0,30185
1592936538,5986,0,0,1,0,0,231,226,1664,93.33,1,16236
1592961768,5996,0,1,0,0,0,236,233,1633,85.39,1,41995
1592976905,6002,1,0,0,0,0,238,234,1630,57.14,0,40034
1592984474,6005,0,0,0,1,0,222,222,1588,42.28,0,17666
1592999612,6011,0,0,0,1,0,238,237,1974,76.92,0,28028
1593004657,6013,0,0,0,0,1,239,236,1705,95.3,1,22056
1593012226,6016,1,0,0,0,0,234,230,1976,85.84,0,45737
1593024841,6021,1,0,0,0,0,233,226,1697,60.41,0,1093
1593027364,6022,0,0,0,0,1,239,238,1713,63.89,0,36345
1593029887,6023,0,0,1,0,0,220,212,1931,73.53,0,24896
1593037456,6026,1,0,0,0,0,224,221,1570,59.6,0,12317
1593039978,6027,1,0,0,0,0,231,228,1753,25.99,1,19492
1593070254,6039,0,0,0,0,1,225,223,1956,72.93,1,5961
1593080345,6043,0,0,1,0,0,236,228,1876,76.17,0,12951
1593082868,6044,0,0,1,0,0,226,226,1609,43.03,0,31728
1593100529,6051,0,0,1,0,0,239,230,1553,38.11,0,6763
1593108098,6054,1,0,0,0,0,226,218,1916,46.16,1,13625
1593113143,6056,0,0,0,1,0,228,223,1778,43.71,1,9895
1593118189,6058,0,1,0,0,0,238,234,1937,42.11,1,37206
1593125758,6061,0,0,0,0,1,226,222,1823,89.57,1,44978
1593133327,6064,1,0,0,0,0,233,229,1745,79.06,0,24686
1593158556,6074,0,0,0,1,0,229,229,1801,77.11,1,38185
1593224152,6100,0,0,0,1,0,220,212,1543,42.07,0,30230
1593241813,6107,1,0,0,0,0,231,226,1744,95.82,0,42724
1593256950,6113,0,0,0,1,0,227,226,1980,56.19,0,4214
1593261996,6115,0,0,0,0,1,228,219,1604,73.21,0,27425
1593272088,6119,1,0,0,0,0,220,218,1570,40.19,1,8757
1593277134,6121,1,0,0,0,0,220,211,1991,81.32,0,27484
1593287226,6125,1,0,0,0,0,229,223,1979,35.75,0,29159
1593304886,6132,0,0,1,0,0,229,224,1940,38.25,1,33108
1593360391,6154,0,0,0,1,0,237,236,1950,79.98,0,62
1593370482,6158,0,0,0,1,0,239,238,1743,62.14,1,23712
1593380574,6162,1,0,0,0,0,228,228,1805,84.94,1,32533
1593385620,6164,0,0,0,0,1,233,230,1724,80.67,1,34426
1593405803,6172,0,0,0,0,1,239,237,1889,28.68,0,32464
1593418418,6177,0,0,1,0,0,225,224,1621,90.76,1,42772
1593436079,6184,0,0,0,0,1,222,214,1762,60.23,1,19788
1593438601,6185,0,0,0,0,1,234,229,1837,45.89,0,19014
1593453739,6191,0,0,1,0,0,229,229,1550,75.11,0,38777
1593466354,6196,1,0,0,0,0,228,224,1550,13.38,0,9712
1593481491,6202,0,0,0,0,1,236,232,1593,80.79,1,11598
1593499152,6209,1,0,0,0,0,224,224,1838,56.1,0,30536
1593501675,6210,1,0,0,0,0,222,221,1815,31.3,0,21189
1593509244,6213,0,0,0,0,1,231,228,1647,59.11,0,18308
1593569794,6237,0,0,0,0,1,221,216,1616,51.36,0,271
1593572317,6238,0,0,1,0,0,231,229,1889,29.21,0,4357
1593574840,6239,0,0,0,1,0,232,224,1640,32.23,1,34870
1593577363,6240,0,1,0,0,0,233,229,1766,52.6,1,42604
1593579886,6241,0,0,1,0,0,225,219,1954,95.19,0,39511
1593584931,6243,0,0,0,0,1,231,224,1731,10.9,0,21707
1593600069,6249,0,0,0,1,0,230,230,1911,14.48,0,25113
1593605115,6251,0,0,0,0,1,224,216,1591,26.12,0,36569
1593615207,6255,0,0,0,0,1,227,220,1710,97.43,0,22961
1593655573,6271,0,1,0,0,0,233,229,1923,40.45,1,6657
1593678280,6280,0,1,0,0,0,229,226,1860,20.82,0,17892
1593688372,6284,0,0,0,0,1,236,229,1515,16.94,1,9078
1593695940,6287,1,0,0,0,0,238,230,1623,42.85,0,37146
1593706032,6291,0,0,1,0,0,225,223,1546,63.92,1,7291
1593713601,6294,0,0,1,0,0,229,223,1963,46.75,0,5856
1593723693,6298,0,0,0,0,1,224,224,1734,89.15,0,22901
1593728738,6300,0,0,1,0,0,229,228,1573,34.91,0,33394
1593769105,6316,1,0,0,0,0,229,229,1562,66.82,0,12041
1593776674,6319,0,0,0,0,1,238,238,1985,76.24,1,34583
1593819564,6336,0,0,0,0,1,228,224,1544,79.76,1,1661
1593834702,6342,0,0,0,1,0,228,228,1742,67.27,0,47416
1593839747,6344,1,0,0,0,0,238,230,1677,22.62,1,12401
1593844793,6346,0,0,0,0,1,227,218,1725,58.99,0,26583
1593857408,6351,0,0,0,0,1,229,223,1826,25.49,0,42054
1593859931,6352,1,0,0,0,0,234,234,1617,27.74,0,8106
1593867500,6355,1,0,0,0,0,239,238,1517,48.1,1,41305
1593875068,6358,0,1,0,0,0,226,224,1893,52.85,0,2917
1593905344,6370,0,1,0,0,0,227,218,1545,39.43,1,7703
1593925527,6378,0,0,0,1,0,224,217,1981,68.16,0,44864
1593948233,6387,0,0,0,1,0,228,225,1560,75.33,0,7324
1594018875,6415,0,0,0,0,1,232,232,1699,42.21,1,31162
1594021398,6416,0,0,1,0,0,228,221,1974,25.82,0,31269
1594036536,6422,0,0,1,0,0,226,220,1502,32.56,1,33953
1594046628,6426,0,0,0,1,0,232,224,1860,68.51,0,39267
1594066811,6434,0,1,0,0,0,237,229,1765,95.56,1,9400
1594089518,6443,0,0,0,1,0,233,229,1680,26.09,0,13577
1594104655,6449,0,0,0,1,0,233,229,1819,31.86,0,25675
1594117270,6454,0,1,0,0,0,222,215,1596,79.46,0,14987
1594122316,6456,0,0,1,0,0,225,225,1864,57.77,0,22162
1594157637,6470,0,0,0,1,0,237,228,1735,22.76,0,41877
1594175297,6477,0,0,0,0,1,224,222,1733,91.1,1,44074
1594177820,6478,1,0,0,0,0,235,226,1684,76.15,1,24914
1594180343,6479,0,0,1,0,0,229,228,1507,66.59,1,42311
1594192958,6484,0,0,1,0,0,220,211,1620,89.61,0,32402
1594195481,6485,1,0,0,0,0,225,217,1724,28.24,0,33087
1594218187,6494,0,0,1,0,0,238,234,1977,24.79,1,40734
1594228279,6498,0,1,0,0,0,231,227,1955,75.1,0,38837
1594233325,6500,0,0,0,1,0,236,228,1854,47.97,0,34259
1594235847,6501,1,0,0,0,0,239,238,1644,69.02,0,16988
1594266123,6513,0,0,0,1,0,226,219,1626,19.64,1,48785
1594293875,6524,0,0,0,1,0,230,222,1795,28.2,1,43595
1594319104,6534,0,0,0,0,1,229,225,1651,28.36,1,15058
1594351902,6547,0,1,0,0,0,236,235,1683,17.69,1,5537
1594359471,6550,0,0,0,0,1,226,218,1749,96.18,1,43714
1594369563,6554,1,0,0,0,0,225,219,1685,48.15,1,31844
1594372086,6555,0,0,0,0,1,233,227,1640,43,0,18303
1594382177,6559,0,0,1,0,0,220,212,1981,71.16,1,16110
1594407407,6569,1,0,0,0,0,235,227,1944,72,0,25081
1594417498,6573,1,0,0,0,0,235,234,1631,58.04,0,1737
1594465434,6592,0,1,0,0,0,229,220,1990,54.99,0,25527
1594500755,6606,0,0,1,0,0,221,221,1901,66.4,1,14442
1594558783,6629,0,0,0,0,1,227,226,1760,89.76,1,7402
1594568874,6633,0,0,1,0,0,221,220,1930,37.78,1,31378
1594606718,6648,0,0,1,0,0,221,220,1880,99.93,1,27435
1594654654,6667,0,0,0,1,0,231,231,1552,24.1,0,45968
1594662223,6670,0,0,0,1,0,231,226,1963,12.19,0,13074
1594669792,6673,0,0,1,0,0,239,234,1842,55.28,0,40395
1594682406,6678,0,0,0,0,1,239,231,1832,14.25,1,15838
1594725296,6695,0,0,1,0,0,237,235,1887,75.27,0,5806
1594755571,6707,0,0,1,0,0,230,227,1901,58.78,1,34206
1594760617,6709,0,0,0,1,0,233,225,1842,16.74,1,367
1594775755,6715,0,1,0,0,0,239,234,1649,71.68,1,20339
1594813599,6730,0,0,0,0,1,222,222,1880,84.04,0,25121
1594816121,6731,0,0,1,0,0,230,227,1810,17.38,1,8913
1594833782,6738,1,0,0,0,0,225,225,1908,47.84,0,41090
1594838828,6740,0,0,0,1,0,223,215,1887,71.39,1,39351
1594846397,6743,0,0,0,0,1,221,216,1573,67.86,1,44985
1594848920,6744,0,0,0,0,1,223,222,1658,36.99,1,47334
1594864057,6750,0,0,0,1,0,232,232,1997,29.97,1,47445
1594886764,6759,0,0,0,0,1,237,228,1520,62.98,1,34351
1594894332,6762,0,0,0,0,1,221,219,1807,85.59,0,19048
1594899378,6764,0,0,0,1,0,226,219,1954,17.96,0,12943
1594922085,6773,1,0,0,0,0,224,221,1588,61.77,1,36312
1594924607,6774,0,0,0,1,0,229,225,1649,53.07,1,27090
1594929653,6776,0,0,0,1,0,221,217,1684,46.73,0,363
1594937222,6779,0,0,0,1,0,226,225,1652,84.75,0,45421
1594947314,6783,0,0,0,1,0,234,233,1786,93.7,1,3762
1594952360,6785,0,0,0,1,0,233,229,1717,86.26,1,32355
1594967497,6791,0,0,1,0,0,228,225,1865,31.22,0,25552
1594977589,6795,0,0,1,0,0,236,235,1721,39.8,0,48741
1594982635,6797,0,0,0,0,1,224,218,1793,65.38,1,2320
1594985158,6798,0,0,0,0,1,220,218,1889,29.47,0,40096
1594990204,6800,0,0,1,0,0,231,223,1571,37.63,0,4549
1594997772,6803,1,0,0,0,0,231,230,1792,30.94,0,33869
1595025525,6814,0,0,1,0,0,230,226,1675,56.92,0,17389
1595033094,6817,0,0,1,0,0,221,221,1680,20.22,1,42880
1595065892,6830,0,0,0,0,1,236,231,1998,48.89,1,31202
1595101213,6844,0,1,0,0,0,234,229,1777,23.18,1,8102
1595118873,6851,0,1,0,0,0,222,216,1996,70.71,0,24467
1595126442,6854,0,0,1,0,0,229,227,1942,98.64,1,43488
1595151671,6864,0,1,0,0,0,225,219,1653,85.66,1,42126
1595161763,6868,0,0,1,0,0,229,229,1512,51.58,1,43822
1595204653,6885,0,0,0,0,1,222,216,1877,47.42,1,33112
1595214744,6889,0,1,0,0,0,232,232,1912,36.33,0,18629
1595232405,6896,0,0,0,1,0,228,223,1751,43.43,0,11652
1595239974,6899,0,0,1,0,0,233,230,1741,73.08,0,14605
1595257634,6906,0,1,0,0,0,232,226,1734,22.41,1,20161
1595292955,6920,0,0,1,0,0,222,217,1519,47.7,1,10422
1595298001,6922,1,0,0,0,0,234,232,1893,35.09,1,25067
1595300524,6923,0,1,0,0,0,223,220,1601,47.83,0,1477
1595325753,6933,0,0,1,0,0,229,223,1751,78.24,1,11477
1595333322,6936,0,0,1,0,0,229,222,1537,99.88,1,11949
1595340891,6939,0,0,1,0,0,232,227,1624,31.81,1,16789
1595350983,6943,1,0,0,0,0,222,216,1724,53.21,0,2260
1595353506,6944,0,0,0,0,1,222,213,1772,63.49,0,40871
1595381258,6955,0,0,0,1,0,226,223,1771,70.44,1,40535
1595388827,6958,0,0,0,1,0,227,218,1968,86.45,1,12581
1595401441,6963,0,0,1,0,0,221,214,1907,77.08,1,47972
1595414056,6968,1,0,0,0,0,230,221,1686,36.12,0,9527
1595444331,6980,0,1,0,0,0,224,223,1707,81.39,0,6647
1595461992,6987,0,0,0,1,0,239,235,1548,76.28,1,42813
1595464515,6988,0,1,0,0,0,231,223,1519,31.01,0,3568
1595479652,6994,0,0,0,1,0,224,220,1938,69.22,1,905
1595507404,7005,0,0,0,0,1,236,235,1615,13.63,0,41649
1595509927,7006,0,0,1,0,0,228,228,1621,47.71,0,2752
1595512450,7007,0,0,0,1,0,232,225,1957,98.7,1,4695
1595520019,7010,1,0,0,0,0,225,221,1683,22.33,0,7023
1595527588,7013,1,0,0,0,0,230,225,1881,46.65,1,48074
1595542725,7019,0,0,0,1,0,232,224,1699,65.63,0,44866
1595552817,7023,0,0,0,1,0,239,233,1596,15.77,0,524
1595560386,7026,0,0,0,0,1,229,223,1601,98.65,0,29261
1595573001,7031,0,0,0,1,0,229,221,1616,97.53,0,22378
1595585615,7036,0,0,1,0,0,227,226,1934,77.77,1,20487
1595603276,7043,0,1,0,0,0,237,229,1694,45.73,1,39603
1595605799,7044,0,0,1,0,0,221,215,1711,36.59,1,112
1595618413,7049,0,0,0,1,0,237,230,1660,80.07,1,29519
1595631028,7054,0,0,0,1,0,220,213,1754,61.28,0,5526
1595636074,7056,0,0,1,0,0,227,224,1961,54.58,1,25599
1595643643,7059,0,1,0,0,0,221,215,1811,55.58,1,14766
1595648689,7061,0,1,0,0,0,220,213,1793,59.66,1,13663
1595658780,7065,1,0,0,0,0,225,220,1892,41.16,0,46507
1595684010,7075,0,0,1,0,0,232,228,1802,91.57,0,30309
1595686532,7076,1,0,0,0,0,226,219,1929,94.69,0,2399
1595689055,7077,0,0,1,0,0,226,222,1542,10.98,0,39641
1595744560,7099,0,0,0,0,1,237,236,1648,13.13,1,33056
1595752129,7102,0,0,0,1,0,234,227,1882,10.85,0,3032
1595764743,7107,1,0,0,0,0,225,224,1897,40.79,1,43707
1595795019,7119,0,0,0,1,0,224,220,1573,43.83,0,4885
1595797541,7120,0,1,0,0,0,221,214,1841,35.02,1,40761
1595815202,7127,0,1,0,0,0,230,225,1532,64.64,1,3485
1595827817,7132,0,0,0,0,1,232,231,1851,52.52,0,43304
1595845477,7139,0,1,0,0,0,232,225,1522,85.69,1,47341
1595863138,7146,0,0,0,1,0,231,224,1524,84.28,1,22222
1595870706,7149,0,0,0,1,0,232,231,1600,59.33,1,42815
1595873229,7150,0,1,0,0,0,222,214,1894,75.34,1,27820
1595875752,7151,0,1,0,0,0,224,218,1537,51.39,1,24485
1595893413,7158,0,0,0,1,0,227,227,1544,64.9,1,14390
1595908550,7164,0,0,0,1,0,223,222,1695,95.78,1,1596
1595913596,7166,0,0,0,1,0,231,222,1501,76.86,1,4406
1595916119,7167,0,0,1,0,0,229,222,1654,77.74,1,20746
1595926211,7171,0,0,0,1,0,232,223,1736,56.94,0,552
1595936303,7175,0,0,0,1,0,234,232,1765,84.68,1,11197
1595938826,7176,0,0,0,0,1,235,228,1853,94.57,1,33022
1595959009,7184,0,0,1,0,0,226,225,1525,10.75,1,31619
1595966578,7187,0,0,0,1,0,234,230,1778,38.36,0,47055
1595981715,7193,0,0,1,0,0,227,221,1861,34.04,0,1061
1595984238,7194,0,0,0,0,1,222,220,1535,84.85,1,17132
1595999376,7200,1,0,0,0,0,223,217,1870,52.4,0,2073
1596006945,7203,0,0,0,1,0,221,215,1842,13.09,0,2781
1596011991,7205,0,0,0,1,0,223,214,1629,96.03,0,45294
1596024605,7210,0,0,0,0,1,235,230,1581,64.73,1,4601
1596034697,7214,1,0,0,0,0,228,225,1723,63.97,1,42297
1596072541,7229,0,1,0,0,0,226,219,1613,79.76,1,23664
1596080110,7232,1,0,0,0,0,235,231,1721,48.82,0,11280
1596110385,7244,0,0,0,1,0,225,217,1953,25.19,1,37193
1596125522,7250,0,0,1,0,0,221,218,1596,99.26,1,11220
1596130568,7252,0,0,1,0,0,224,224,1553,50.07,1,15239
1596133091,7253,0,0,1,0,0,224,224,1567,10.06,0,30847
1596168412,7267,1,0,0,0,0,233,230,1768,24.48,0,26921
1596175981,7270,0,0,0,1,0,235,235,1954,59.02,1,39927
1596181027,7272,1,0,0,0,0,233,226,1685,96.22,1,45432
1596183550,7273,0,0,1,0,0,232,228,1984,80.62,0,1075
1596221394,7288,0,0,0,0,1,222,220,1709,24.26,0,25836
1596241577,7296,1,0,0,0,0,228,227,1543,49.52,1,20209
1596249146,7299,0,1,0,0,0,239,230,1711,16.89,1,11266
1596271852,7308,0,0,1,0,0,237,236,1923,66.88,1,16329
1596289513,7315,0,1,0,0,0,226,223,1854,50.8,0,18124
1596329880,7331,0,0,1,0,0,238,231,1906,97.7,1,31785
1596334926,7333,0,0,1,0,0,220,217,1864,29.42,0,44512
1596337449,7334,0,0,0,1,0,233,226,1591,11.44,1,30678
1596339971,7335,1,0,0,0,0,236,231,1597,40.55,1,13749
1596360155,7343,0,0,1,0,0,238,233,1633,30.35,0,16941
1596387907,7354,0,0,1,0,0,229,221,1693,64.73,1,39867
1596397999,7358,0,0,0,1,0,232,229,1867,55.29,1,43431
1596403045,7360,1,0,0,0,0,237,229,1748,25,0,40358
1596405568,7361,0,0,0,0,1,222,214,1940,21.13,0,21930
1596413136,7364,1,0,0,0,0,222,220,1901,32.62,1,5102
1596443412,7376,1,0,0,0,0,235,228,1714,27.66,1,34261
1596468641,7386,1,0,0,0,0,237,237,1975,28.08,0,16382
1596473687,7388,0,0,1,0,0,237,230,1593,49.29,1,30785
1596509008,7402,1,0,0,0,0,221,213,1946,87.98,1,22526
1596514054,7404,0,1,0,0,0,223,223,1510,24.5,1,47258
1596516577,7405,0,1,0,0,0,227,225,1896,87.14,0,21576
1596544329,7416,0,0,0,1,0,221,213,1512,22.16,0,15487
1596549375,7418,1,0,0,0,0,237,236,1579,50.98,0,1140
1596564512,7424,0,0,1,0,0,231,227,1879,95.35,0,47770
1596569558,7426,0,0,1,0,0,233,225,1659,67.37,1,45952
1596577127,7429,1,0,0,0,0,223,223,1939,13.73,1,45576
1596582173,7431,0,0,1,0,0,226,221,1665,31.6,0,27147
1596602356,7439,0,1,0,0,0,239,236,1784,75.53,1,26622
1596609925,7442,0,0,1,0,0,232,224,1762,97.17,1,19801
1596614971,7444,0,0,1,0,0,222,220,1541,14.42,1,21562
1596617494,7445,0,1,0,0,0,232,223,1694,67.82,1,41031
1596637677,7453,1,0,0,0,0,231,230,1686,55.11,1,7191
1596652815,7459,0,0,0,0,1,224,222,1912,11.04,0,42171
1596655338,7460,0,0,1,0,0,229,223,1692,33.69,0,9870
1596665430,7464,1,0,0,0,0,237,231,1580,98.13,1,44981
1596672998,7467,0,0,0,0,1,223,218,1943,83.38,1,48932
1596675521,7468,0,1,0,0,0,223,219,1834,24.05,0,40214
1596693182,7475,0,0,0,1,0,224,215,1882,40.45,0,16460
1596771393,7506,0,0,0,1,0,233,226,1580,29.89,1,3086
1596776438,7508,0,1,0,0,0,235,230,1576,94.78,1,21411
1596826897,7528,0,0,0,0,1,233,230,1795,68.52,0,9238
1596831943,7530,1,0,0,0,0,220,218,1943,75.34,0,23135
1596836989,7532,0,0,0,0,1,223,220,1885,79.74,1,31320
1596847081,7536,1,0,0,0,0,226,219,1792,97.55,1,26677
1596867264,7544,1,0,0,0,0,220,214,1697,14.55,0,25219
1596882402,7550,0,0,0,0,1,228,226,1936,75.74,0,5733
1596910154,7561,0,1,0,0,0,236,229,1992,44.67,0,5781
1596915200,7563,0,0,1,0,0,226,218,1810,47.39,0,17014
1596935383,7571,0,0,0,0,1,232,223,1562,44.23,1,7179
1596942952,7574,0,0,0,1,0,221,217,1813,45.61,1,20734
1596953044,7578,0,0,0,0,1,232,226,1758,38.06,0,43066
1596995933,7595,0,0,1,0,0,232,231,1696,93.8,1,34752
1597008548,7600,0,0,0,1,0,239,235,1504,38.06,0,19910
1597031254,7609,0,0,0,1,0,232,226,1608,65.65,0,48377
1597059007,7620,0,1,0,0,0,229,223,1764,28.15,0,32405
1597071621,7625,0,0,0,0,1,232,232,1720,62.22,0,11906
1597091805,7633,1,0,0,0,0,226,224,1563,48.07,0,40999
1597096851,7635,0,0,0,1,0,232,228,1555,88.23,1,2837
1597104419,7638,0,1,0,0,0,231,230,1838,37.84,0,15445
1597106942,7639,0,0,0,0,1,231,229,1716,72.2,0,17687
1597124603,7646,0,0,0,0,1,238,234,1580,14.94,1,34399
1597139740,7652,1,0,0,0,0,231,228,1902,56.08,1,44124
1597144786,7654,0,0,1,0,0,239,236,1941,45.19,1,13613
1597207860,7679,0,0,1,0,0,234,232,1842,93.15,0,33010
1597230566,7688,0,1,0,0,0,222,218,1520,97.92,1,18496
1597235612,7690,1,0,0,0,0,233,224,1654,71.11,1,420
1597255795,7698,0,0,0,0,1,235,233,1551,45.42,0,43397
1597258318,7699,0,0,0,1,0,231,223,1613,44.91,0,43305
1597265887,7702,1,0,0,0,0,234,228,1790,71.72,0,36109
1597268410,7703,0,0,0,0,1,226,225,1516,22.35,0,1200
1597298685,7715,0,0,1,0,0,226,223,1506,39.32,0,8787
1597328960,7727,1,0,0,0,0,221,213,1601,95.8,0,15520
1597356712,7738,0,1,0,0,0,239,236,1982,54.4,1,20324
1597359235,7739,0,0,1,0,0,234,232,1592,41.24,1,24348
1597381942,7748,0,0,1,0,0,229,224,1778,52.47,0,45845
1597399602,7755,1,0,0,0,0,222,221,1606,28.2,1,2204
1597409694,7759,0,0,0,0,1,223,221,1952,30.63,1,28258
1597432400,7768,0,1,0,0,0,234,234,1847,87.35,0,4029
1597450061,7775,1,0,0,0,0,229,221,1746,35.56,1,25511
1597497997,7794,0,1,0,0,0,236,229,1814,49.69,0,41251
1597540886,7811,1,0,0,0,0,238,233,1751,36.33,0,42588
1597545932,7813,0,1,0,0,0,238,236,1596,49.51,0,48425
1597561070,7819,0,1,0,0,0,226,226,1957,19.76,0,10573
1597583776,7828,0,0,1,0,0,226,224,1945,62.99,1,33968
1597591345,7831,0,0,0,0,1,229,227,1529,43.13,0,4746
1597601437,7835,0,0,0,1,0,239,233,1944,40.34,0,28536
1597624143,7844,0,0,0,1,0,220,211,1639,39.8,1,33901
1597669556,7862,0,0,0,1,0,234,226,1727,70.77,1,210
1597682170,7867,0,0,0,0,1,222,217,1581,60.36,0,46634
1597747767,7893,1,0,0,0,0,228,224,1564,67.67,0,27867
1597750290,7894,1,0,0,0,0,220,217,1540,20.78,1,32644
1597762904,7899,0,0,0,1,0,226,218,1966,16.08,1,43771
1597767950,7901,1,0,0,0,0,236,235,1684,33.48,0,37375
1597780565,7906,0,0,0,1,0,237,229,1717,89.55,1,35735
1597798225,7913,0,0,0,0,1,238,231,1900,39.06,0,38512
1597805794,7916,0,0,1,0,0,235,234,1650,79.75,0,20306
1597808317,7917,0,0,0,0,1,223,218,1577,22.9,0,45085
1597813363,7919,0,0,0,0,1,230,224,1908,84.06,0,17290
1597815886,7920,0,0,0,0,1,233,233,1610,55.96,0,8954
1597833546,7927,0,0,0,1,0,234,226,1658,16.31,0,24463
1597838592,7929,0,0,0,1,0,235,234,1703,86.46,0,18741
1597846161,7932,0,0,1,0,0,228,225,1546,65.24,1,45873
1597856253,7936,0,0,0,1,0,239,237,1788,27.49,0,26047
1597861299,7938,0,1,0,0,0,233,224,1709,36.27,0,22489
1597868867,7941,0,0,1,0,0,226,226,1673,82.39,1,35248
1597873913,7943,1,0,0,0,0,221,216,1597,87.34,0,9907
1597876436,7944,0,0,1,0,0,221,212,1779,73.38,0,2481
1597889051,7949,0,0,0,0,1,236,232,1989,21.76,0,24390
1597901665,7954,1,0,0,0,0,239,239,1522,78.62,1,43189
1597964739,7979,0,0,1,0,0,220,212,1690,69.04,1,1702
1597979876,7985,0,0,0,0,1,226,220,1728,48.43,0,35638
1597992491,7990,1,0,0,0,0,233,224,1794,51.79,0,9421
1598005106,7995,0,0,0,0,1,227,225,1624,65.08,1,20047
1598053041,8014,0,0,0,0,1,229,228,1786,64.48,0,20757
1598058087,8016,1,0,0,0,0,227,223,1792,78.79,1,14830
1598111069,8037,1,0,0,0,0,237,229,1627,18.02,0,16069
1598199371,8072,0,1,0,0,0,222,216,1582,63.5,0,11509
1598204417,8074,0,0,0,1,0,229,222,1819,10.35,0,39687
1598214509,8078,0,0,0,1,0,235,227,1974,27.11,1,26964
1598227123,8083,0,0,0,1,0,221,219,1536,49.57,1,36745
1598229646,8084,0,1,0,0,0,236,235,1540,25.28,1,2645
1598232169,8085,0,0,1,0,0,228,224,1760,98.21,1,25202
1598247307,8091,0,0,0,1,0,236,230,1576,66.52,1,1799
1598254876,8094,0,0,0,1,0,239,231,1544,62.67,1,26922
1598270013,8100,0,0,0,0,1,239,230,1581,21.06,0,35980
1598272536,8101,1,0,0,0,0,236,228,1623,89.21,1,24002
1598282628,8105,0,0,1,0,0,224,215,1558,46.79,1,39156
1598305334,8114,0,0,0,0,1,234,233,1826,82.36,1,3603
1598315426,8118,0,0,0,1,0,225,217,1933,40.86,1,34683
1598317949,8119,0,0,0,1,0,223,222,1676,81.58,1,6721
1598363362,8137,1,0,0,0,0,231,230,1864,65.71,1,32659
1598373453,8141,0,0,0,1,0,224,221,1681,29.09,1,31501
1598398683,8151,1,0,0,0,0,235,228,1587,87.45,0,24521
1598406252,8154,1,0,0,0,0,222,219,1655,12.97,0,15779
1598411297,8156,1,0,0,0,0,223,219,1530,48.56,0,45771
1598423912,8161,1,0,0,0,0,222,214,1572,13.31,0,29069
1598451664,8172,1,0,0,0,0,232,223,1607,64.33,0,37076
1598471848,8180,0,0,0,1,0,233,231,1630,14.45,0,31932
1598497077,8190,0,1,0,0,0,228,227,1633,85.24,1,3284
1598504646,8193,0,0,1,0,0,239,233,1789,48.77,1,8044
1598542490,8208,1,0,0,0,0,226,225,1849,54.95,1,31564
1598575288,8221,0,1,0,0,0,220,217,1938,65.49,0,22885
1598577811,8222,1,0,0,0,0,237,235,1974,42.4,1,23223
1598587903,8226,0,0,1,0,0,228,220,1636,57.84,0,12946
1598600517,8231,0,1,0,0,0,235,232,1829,20.06,1,30800
1598630792,8243,0,1,0,0,0,229,220,1922,11.62,0,41918
1598640884,8247,0,1,0,0,0,228,219,1560,57.91,1,18872
1598661068,8255,0,0,1,0,0,238,234,1994,99.13,0,48671
1598686297,8265,0,0,0,0,1,222,213,1845,23.25,0,36015
